date,open,high,low,close,volume,oi
2021-10-13,524.8,530.6,519.5,523.5,11199,7299
2021-10-14,520.0,529.0,515.4,528.3,7771,7673
2021-10-15,530.8,533.6,522.6,531.5,10401,8577
2021-10-18,531.5,542.1,526.3,539.0,15610,10825
2021-10-19,539.8,539.8,523.4,527.2,18891,13207
2021-10-20,526.6,527.0,518.0,521.5,19404,12885
2021-10-21,520.4,535.6,516.5,526.0,18572,12443
2021-10-22,525.9,530.3,515.4,519.1,23324,11100
2021-10-25,527.2,533.9,521.6,529.8,19410,11593
2021-10-26,534.1,535.4,528.5,529.5,17796,12547
2021-10-27,533.2,533.8,526.0,527.0,21761,12299
2021-10-28,525.8,529.3,505.1,517.1,50337,15988
2021-10-29,515.6,525.4,512.6,524.2,29666,17090
2021-11-01,519.2,524.8,515.2,519.7,29323,17855
2021-11-02,526.5,533.5,526.0,532.7,25986,18106
2021-11-03,530.0,531.3,518.5,522.6,30883,18934
2021-11-04,516.7,518.6,505.0,508.4,35846,19431
2021-11-05,526.0,527.8,499.3,504.9,56997,22670
2021-11-08,504.4,528.2,503.6,526.5,43843,20183
2021-11-09,524.1,524.9,518.5,521.4,26570,19840
2021-11-10,522.5,535.0,520.1,533.4,37636,21589
2021-11-11,530.5,532.7,514.7,516.0,51093,21843
2021-11-12,512.8,519.6,510.4,511.6,45993,22163
2021-11-15,506.3,514.9,503.2,504.5,54364,25580
2021-11-16,501.0,517.9,499.6,516.1,71907,26736
2021-11-17,517.1,517.8,506.4,510.4,84321,30275
2021-11-18,510.2,510.4,489.2,489.9,147728,37099
2021-11-19,492.8,509.9,492.2,506.3,140972,33159
2021-11-22,485.0,497.0,484.3,487.5,177130,33593
2021-11-23,487.5,496.6,484.6,491.2,146673,34114
2021-11-24,495.3,515.0,494.8,513.4,163843,35050
2021-11-25,511.1,515.3,507.6,509.1,103737,32243
2021-11-26,510.6,511.4,495.3,496.3,102288,31261
2021-11-29,485.0,487.3,464.1,473.6,256688,30055
2021-11-30,475.0,480.7,446.5,447.8,249797,30848
2021-12-01,451.1,454.9,428.7,451.4,253513,28382
2021-12-02,455.2,455.9,435.5,441.1,225346,28833
2021-12-03,435.4,449.5,417.5,446.7,305227,29333
2021-12-06,451.0,457.9,443.1,451.2,197008,26583
2021-12-07,453.7,466.9,448.3,463.8,152213,24748
2021-12-08,470.0,479.8,466.3,473.4,145878,22161
2021-12-09,476.9,481.8,470.8,477.7,110916,19033
2021-12-10,470.0,477.6,464.6,465.0,105758,14144
2021-12-13,472.0,486.5,471.0,486.0,69252,6948
2021-12-14,475.1,478.8,467.4,468.9,8126,1114
2021-12-15,468.9,469.8,453.0,462.2,1098,508
2021-12-16,462.2,477.0,454.9,476.0,502,71
2021-12-17,474.7,484.7,470.8,479.3,69,43
2021-12-20,474.7,515.5,443.5,447.5,86,14
2021-12-21,454.8,455.0,454.3,455.0,14,1
2021-12-22,454.7,462.0,454.7,462.0,2,0
