date,open,high,low,close,volume,oi
2021-01-26,346.6,348.1,344.8,345.2,89,350
2021-01-27,345.2,349.4,345.2,349.0,95,325
2021-01-28,346.8,351.5,344.9,347.8,114,339
2021-01-29,348.8,353.2,347.5,348.6,121,326
2021-02-01,349.6,352.8,346.3,350.2,173,345
2021-02-02,351.0,359.2,349.9,358.2,209,351
2021-02-03,362.3,362.5,357.7,359.4,210,350
2021-02-04,359.4,370.5,359.4,369.5,295,395
2021-02-05,368.8,374.1,364.8,371.5,276,388
2021-02-08,371.6,377.8,370.8,375.5,472,380
2021-02-09,375.5,388.0,375.2,387.7,1331,631
2021-02-10,386.7,386.7,376.5,381.2,368,613
2021-02-18,399.0,409.7,399.0,402.6,233,656
2021-02-19,403.2,404.3,387.5,394.2,467,696
2021-02-22,394.3,401.3,391.6,398.1,240,690
2021-02-23,397.6,421.7,396.8,415.7,378,774
2021-02-24,412.4,414.3,405.1,411.2,307,754
2021-02-25,417.5,426.3,412.7,423.6,555,740
2021-02-26,423.0,423.5,413.4,416.0,624,724
2021-03-01,412.7,422.0,409.7,419.5,450,797
2021-03-02,418.7,418.7,395.9,401.2,486,793
2021-03-03,406.3,408.3,400.8,404.0,337,858
2021-03-04,407.5,414.0,402.9,411.5,572,984
2021-03-05,411.5,433.0,409.6,432.4,1438,1180
2021-03-08,434.1,453.8,433.5,448.0,794,1256
2021-03-09,441.9,441.9,431.2,433.9,720,1316
2021-03-10,436.4,439.6,419.4,423.3,721,1325
2021-03-11,427.1,431.0,423.1,427.4,408,1316
2021-03-12,429.2,435.7,429.2,429.2,362,1293
2021-03-15,429.7,438.5,428.6,433.5,1316,1715
2021-03-16,429.5,429.5,403.0,421.6,374,1718
2021-03-17,418.0,425.9,416.6,423.2,2255,2570
2021-03-18,418.9,419.8,413.0,416.7,394,2483
2021-03-19,412.3,414.8,384.2,384.6,2303,2997
2021-03-22,384.6,399.2,383.6,396.1,1422,3040
2021-03-23,395.3,401.8,395.0,396.1,753,3006
2021-03-24,385.0,393.0,380.0,386.0,1391,2926
2021-03-25,391.6,401.1,387.8,390.6,892,2915
2021-03-26,387.0,393.9,381.8,391.8,2368,2924
2021-03-29,393.9,404.3,393.2,395.9,3837,3060
2021-03-30,404.4,409.5,398.3,405.3,5200,2959
2021-03-31,401.2,407.2,398.7,406.3,2348,2904
2021-04-01,406.3,406.3,392.4,401.7,3059,3048
2021-04-02,402.7,416.6,397.7,416.6,4265,3257
2021-04-06,397.0,402.1,394.9,397.4,3225,3509
2021-04-07,399.8,403.2,393.3,394.8,4275,3479
2021-04-08,396.8,398.0,390.0,391.6,3309,3783
2021-04-09,393.1,397.0,390.8,393.0,2966,4020
2021-04-12,393.0,397.7,388.8,389.2,2911,4395
2021-04-13,394.8,398.6,391.0,396.1,3391,4656
2021-04-14,398.2,402.5,393.9,402.2,3174,4726
2021-04-15,402.9,417.0,402.2,416.8,4852,4841
2021-04-16,414.7,420.9,412.7,417.8,9948,6328
2021-04-19,416.7,418.6,410.6,413.7,5226,6464
2021-04-20,416.3,419.2,412.5,415.9,6737,7485
2021-04-21,414.2,415.9,403.3,406.2,7853,8007
2021-04-22,400.9,405.9,394.6,398.6,8527,8061
2021-04-23,400.2,403.1,397.2,402.0,4360,8168
2021-04-26,399.8,408.2,398.1,399.3,7427,8744
2021-04-27,396.7,407.3,394.8,405.4,6890,9229
2021-04-28,406.8,410.5,404.0,410.1,6657,9739
2021-04-29,412.4,417.4,410.4,415.8,6399,9533
2021-04-30,424.4,424.4,412.9,417.2,9132,8318
2021-05-06,420.3,430.0,420.3,426.9,3787,8275
2021-05-07,425.9,426.9,420.1,425.8,7863,8918
2021-05-10,419.9,430.8,418.4,428.1,10599,8742
2021-05-11,427.1,427.9,417.5,420.5,7829,8848
2021-05-12,417.3,429.4,417.0,428.9,10467,8797
2021-05-13,430.1,436.1,423.3,424.6,11153,8954
2021-05-14,421.9,423.7,410.8,414.4,12926,10757
2021-05-17,418.9,429.5,418.5,425.8,12892,11066
2021-05-18,424.1,437.2,423.6,435.8,14448,11426
2021-05-19,436.0,436.1,418.5,421.2,21129,11760
2021-05-20,416.9,417.6,406.0,412.6,21365,12254
2021-05-21,410.1,411.5,401.0,401.0,18700,12553
2021-05-24,407.2,415.5,406.5,413.5,17629,12439
2021-05-25,416.4,425.5,414.8,424.3,14121,12865
2021-05-26,422.1,426.6,421.6,424.6,14883,15287
2021-05-27,419.8,424.7,418.5,419.2,20922,19527
2021-05-28,418.7,432.0,418.6,426.4,24978,22263
2021-05-31,430.0,432.4,421.8,426.7,23828,24188
2021-06-01,428.5,447.3,425.4,437.3,28382,28647
2021-06-02,440.8,444.0,432.3,437.0,29068,28376
2021-06-03,439.5,448.0,437.2,445.5,24532,30333
2021-06-04,442.9,443.9,435.8,442.3,32387,29683
2021-06-07,443.9,450.0,437.7,439.7,37441,29702
2021-06-08,440.9,445.2,435.3,439.9,27630,28657
2021-06-09,440.0,451.4,438.3,449.6,34154,30874
2021-06-10,449.6,450.8,439.4,443.3,36157,28987
2021-06-11,447.3,450.6,436.8,450.6,53050,29724
2021-06-15,455.0,459.2,449.4,452.1,34249,34949
2021-06-16,455.9,464.4,454.1,461.3,75124,48582
2021-06-17,460.8,463.2,454.3,457.9,128154,53444
2021-06-18,457.0,460.6,441.7,442.4,183534,49096
2021-06-21,440.8,457.6,440.7,451.8,138834,47093
2021-06-22,449.4,461.8,446.4,461.8,139253,49839
2021-06-23,460.5,467.2,456.5,466.0,129946,54160
2021-06-24,467.0,470.3,462.3,465.5,125224,52362
2021-06-25,460.3,471.4,460.2,466.3,136052,52741
2021-06-28,467.8,473.8,459.4,463.9,165278,49168
2021-06-29,465.9,466.1,455.2,456.3,127142,44781
2021-06-30,461.0,463.1,458.3,459.0,89149,39989
2021-07-01,462.5,464.6,454.5,459.5,110784,38050
2021-07-02,470.1,473.0,464.1,468.1,131311,38073
2021-07-05,469.2,472.4,464.6,471.6,102514,38948
2021-07-06,471.9,479.0,465.7,474.1,99543,38234
2021-07-07,468.0,468.7,448.3,450.9,162057,33755
2021-07-08,450.9,453.3,437.2,438.9,148715,33401
2021-07-09,439.9,446.7,436.1,444.6,120023,32248
2021-07-12,447.0,454.6,447.0,448.6,80511,28577
2021-07-13,444.6,455.6,444.6,454.7,67119,26277
2021-07-14,452.2,462.0,450.8,460.9,80700,22738
2021-07-15,461.5,461.8,439.0,439.3,109257,19616
2021-07-16,439.3,443.9,431.8,434.0,87634,18713
2021-07-19,437.5,438.9,424.0,427.9,68776,10688
2021-07-20,420.6,422.4,402.7,406.6,29677,5827
2021-07-21,397.0,410.0,397.0,406.7,913,5529
2021-07-22,406.7,420.4,406.7,417.7,556,5334
2021-07-23,419.0,431.7,419.0,429.1,451,5062
2021-07-26,430.3,435.6,429.2,430.9,679,4104
2021-07-27,433.7,443.3,433.7,437.7,181,3991
2021-07-28,439.6,445.0,437.8,443.6,2911,1108
2021-07-29,442.5,448.5,442.4,445.5,35,1111
2021-07-30,408.2,408.2,408.2,408.2,1,1111
