date,open,high,low,close,volume,oi
2022-09-02,660.0,661.4,648.1,656.8,38304,26275
2022-09-05,662.0,669.4,654.1,668.4,39022,26973
2022-09-06,673.0,677.8,663.3,667.1,33102,26666
2022-09-07,656.5,662.4,642.3,646.3,44946,27499
2022-09-08,649.0,649.0,620.6,621.5,71520,33539
2022-09-09,623.7,632.5,619.5,626.9,69586,36179
2022-09-13,650.0,657.6,640.9,649.3,64297,35741
2022-09-14,644.9,653.6,636.7,646.5,162182,36786
2022-09-15,649.0,680.3,647.4,675.9,189650,39617
2022-09-16,671.0,672.6,661.5,663.5,148784,37385
2022-09-19,661.3,662.6,634.1,634.7,179200,38120
2022-09-20,624.8,645.4,623.5,642.1,132815,36116
2022-09-21,643.3,660.8,633.6,660.0,172332,36030
2022-09-22,655.9,660.8,640.3,652.1,163377,33859
2022-09-23,660.6,664.8,649.1,651.1,143426,34278
2022-09-26,640.4,641.3,607.1,610.3,174453,36910
2022-09-27,616.3,623.3,602.3,608.8,146265,34803
2022-09-28,610.8,620.5,605.0,608.5,145423,33218
2022-09-29,620.5,637.8,616.9,630.9,128869,28137
2022-09-30,636.1,638.0,626.0,634.4,106564,23436
2022-10-10,705.0,705.9,694.1,701.9,40468,21845
2022-10-11,701.7,709.5,693.5,695.3,81203,21281
2022-10-12,692.7,694.5,679.5,690.9,76277,20048
2022-10-13,685.7,689.5,679.6,685.3,68910,19032
2022-10-14,679.7,694.7,678.6,690.1,63913,15860
2022-10-17,681.6,683.2,672.9,675.9,29072,11168
2022-10-18,675.3,685.0,670.0,683.1,13072,8496
2022-10-19,679.5,679.9,656.0,660.4,10433,5979
2022-10-20,661.1,677.3,657.9,672.7,2207,5605
2022-10-21,669.0,679.4,660.0,664.4,646,5283
2022-10-24,666.6,681.3,663.4,666.3,281,5302
2022-10-25,665.7,675.0,664.0,672.1,1079,4500
2022-10-26,672.1,673.9,663.0,664.2,541,4164
2022-10-27,673.9,681.3,671.1,677.7,120,4165
2022-10-28,689.3,689.3,680.0,683.1,36,4163
2022-10-31,680.0,680.0,680.0,680.0,1,4162
